logFC	AveExpr	t	P.Value	adj.P.Val	B
CENPU	-0.882726331924101	7.66665494507298	-4.39864543801241	1.90476538359199e-05	0.200582096040756	2.16792473226299
ASPM	-1.59751228651548	4.66208695846473	-4.01690302116011	8.79912969416597e-05	0.200582096040756	0.957286045516764
SSFA2	-0.981858448645988	8.1202689118967	-3.98147571212419	0.000100897904973176	0.200582096040756	0.849340710309177
LOC100996792	0.48247082861779	7.07504060754271	3.97739053244875	0.000102497131558232	0.200582096040756	0.836942645948235
MAP2K3	0.48247082861779	7.07504060754271	3.97739053244875	0.000102497131558232	0.200582096040756	0.836942645948235
TRA2B	-0.503960438116513	7.6907181946384	-3.89053532211948	0.000142788701634598	0.200582096040756	0.575775166143009
CCDC22	0.601648981468196	5.90218397749044	3.84975713651992	0.000166526687746086	0.200582096040756	0.4547696027872
MMS19	0.466248671378807	7.53040824798394	3.84673460480402	0.000168427778914393	0.200582096040756	0.445841794064194
G6PC	-1.21578577928056	2.344219895314	-3.79675088706165	0.000203013020811923	0.200582096040756	0.299032510808034
BIRC5	-0.981211260752286	5.783237707084	-3.79280310753628	0.000206013949835454	0.200582096040756	0.287504237044732
HIST1H2AG	-1.09169615051831	4.87602545087945	-3.78176414886257	0.000214629938580353	0.200582096040756	0.25532053184011
HIST1H2AH	-1.09169615051831	4.87602545087945	-3.78176414886257	0.000214629938580353	0.200582096040756	0.25532053184011
HIST1H2AI	-1.09169615051831	4.87602545087945	-3.78176414886257	0.000214629938580353	0.200582096040756	0.25532053184011
C16orf95	0.896033189543825	5.83257017655222	3.77532063747845	0.000219815759991956	0.200582096040756	0.236570259842043
SLC35F6	-0.734693406334357	6.11968166576456	-3.76933123223697	0.000224742331886227	0.200582096040756	0.21916495059112
DTL	-1.02078340684292	7.38748130311324	-3.72165962068849	0.000267853494940376	0.200582096040756	0.0814415881937149
ATP8A1	-0.758757701998098	5.68319639896417	-3.71462560226491	0.000274841052749859	0.200582096040756	0.0612426900065151
NAIP	0.822499179057084	5.42106139953191	3.70770212592879	0.000281886824993338	0.200582096040756	0.0413920577737974
