gs_name	pathway	NEO_pval	NEO_padj	NEO_log2err	NEO_ES	NEO_NES	NEO_size	DTP_pval	DTP_padj	DTP_log2err	DTP_ES	DTP_NES	DTP_size
Pre-Adapted	PA_DOWN	4.300759850608152e-92	8.601519701216305e-92	2.5090269588741134	-0.5831225033288947	-5.065390936618682	441	6.294893245745407e-225	1.2589786491490815e-224	3.9277756397906667	-0.6313994307801015	-4.443343957173067	1169
Pre-Adapted	PA_UP	0.009212344541685858	0.009212344541685858	0.18647262923999633	0.280393684148451	1.6956889447890962	90	1.5045552608484454e-61	1.5045552608484454e-61	2.0502959549785986	0.6633376288659794	4.135092873046642	246
Breast_DEGs	MCF7-D538G_RM_vs_MCF7_RM_top1k-down	8.90606569402937e-19	2.3749508517411653e-18	1.114664477517292	-0.34202261702261694	-2.887445873693261	344	1.9576240112389733e-26	3.031159759337765e-26	1.334497490816582	-0.4032613556157737	-2.6873813456113624	544
Breast_DEGs	MCF7-D538G_RM_vs_MCF7_RM_top1k-up	9.640661882858969e-7	1.542505901257435e-6	0.6435518361507222	-0.2502363819961941	-2.0630939094698384	280	1.0294652349752725e-19	1.4118380365375165e-19	1.1512205221422571	0.3521503578148827	2.3937908259503877	559
Breast_DEGs	MCF7-D538G_WM-2d_vs_MCF7-D538G_RM_top1k-down	7.920558730495819e-112	3.801868190637993e-110	2.768021110385517	-0.6269787350389846	-5.4115159000745985	425	2.638989260292185e-150	1.583393556175311e-149	3.208091379691701	-0.6682306317118604	-4.514298780629835	640
Breast_DEGs	MCF7-D538G_WM-2d_vs_MCF7-D538G_RM_top1k-up	1.1724176640870452e-5	1.7586264961305677e-5	0.5933254763964051	0.2520524849257064	1.8799053057401116	355	4.038846574074876e-76	8.428897198069306e-76	2.2798453940898544	0.5317222932329027	3.6627197967444327	649
Breast_DEGs	MCF7_Fulv-2d_vs_MCF7_RM_top1k-down	1.7483197069592207e-83	2.0979836483510646e-82	2.3863540768143108	-0.5847977894105474	-5.007531715535426	395	3.26531902400378e-159	2.2390759021740204e-158	3.3034964430390494	-0.6629997788863986	-4.499722639977963	685
Breast_DEGs	MCF7_Fulv-2d_vs_MCF7_RM_top1k-up	1.626938129296939e-5	2.3664554607955477e-5	0.5756102610711286	0.26066042411242457	1.9137851991005541	300	9.02201427664993e-80	1.968439478541803e-79	2.3337074367710495	0.556257116678705	3.787363608561617	576
Breast_DEGs	MCF7_FulvR_vs_MCF7_RM_top1k-down	6.113963255787401e-56	2.9347023627779526e-55	1.9519893661286394	-0.51028656020073615	-4.363321207596543	380	2.5942922076024428e-67	4.789462537112202e-67	2.1440999324947336	-0.5309818001108177	-3.564937731253308	602
Breast_DEGs	MCF7_FulvR_vs_MCF7_RM_top1k-up	1.7315237339341357e-10	3.613614749079935e-10	0.826657301178302	0.3293693636868562	2.427980473414761	312	2.8452465490200763e-60	5.058216087146802e-60	2.0248885800330747	0.5007938854395935	3.425240679075571	597
Breast_DEGs	MCF7_Lted_CDK7i-2d_vs_MCF7_Lted_top1k-down	1.1276721401326981e-5	1.74607299117321e-5	0.5933254763964051	-0.22200124794372905	-1.8781810887381003	349	5.499360607912714e-9	5.999302481359324e-9	0.7614608014455848	-0.2792725140003169	-1.8705653709081382	579
Breast_DEGs	MCF7_Lted_CDK7i-2d_vs_MCF7_Lted_top1k-up	0.0061631073527304	0.007585362895668185	0.22082346409111278	0.24703342986380133	1.6585270433591113	162	1.1198406138286009e-14	1.3782653708659704e-14	0.9865462835875821	0.40250094509827894	2.537306073760968	265
Breast_DEGs	MCF7_Lted_CDK7i-7d_vs_MCF7_Lted_top1k-down	2.732155971592502e-28	7.7143227433200065e-28	1.3802649175935913	-0.4305194805194805	-3.560136835128974	289	1.2444595458724597e-26	1.9911352733959356e-26	1.3422337729644571	-0.3911233544491456	-2.6265249824323744	604
Breast_DEGs	MCF7_Lted_CDK7i-7d_vs_MCF7_Lted_top1k-up	0.013394565633371604	0.01568144269272773	0.24518806365913484	-0.18352155958527241	-1.475126362205324	237	1.831520144422862e-4	1.8704886581339864e-4	0.5188480777437918	-0.23802565627389352	-1.5711104526600472	490
Breast_DEGs	MCF7_Lted_Fulv-2d_vs_MCF7_Lted_top1k-down	1.6117302920905997e-71	1.2893842336724798e-70	2.210673154628019	-0.5452722768076839	-4.69140784212235	405	7.451829235466783e-97	2.1040459017788567e-96	2.574207344602889	-0.5983795031433004	-4.015736599062962	592
Breast_DEGs	MCF7_Lted_Fulv-2d_vs_MCF7_Lted_top1k-up	2.737342807636518e-15	6.5696227383276424e-15	1.0073179568744748	0.3743175721911959	2.7522963572034422	303	5.887736317577249e-82	1.4130567162185398e-81	2.3645604324007117	0.5861699640874413	3.949225351561737	507
Breast_DEGs	MCF7_Lted_Fulv-7d_vs_MCF7_Lted_top1k-down	2.5066800542109482e-56	1.3368960289125056e-55	1.9572864976211162	-0.5196312983699124	-4.429778191768649	370	1.3777886776470264e-73	2.755577355294053e-73	2.243218989449656	-0.5375975612569708	-3.623398532865503	625
Breast_DEGs	MCF7_Lted_Fulv-7d_vs_MCF7_Lted_top1k-up	1.5710006712441104e-13	3.590858677129395e-13	0.9436322252328375	0.3371804150391088	2.5294412086077496	375	1.1725522071455423e-111	3.7521670628657354e-111	2.7642780104846945	0.6028598875535192	4.148186174047819	643
Breast_DEGs	MCF7_Lted_Palbo-2d_vs_MCF7_Lted_top1k-down	1.9629067870689538e-60	1.1777440722413723e-59	2.0299954950292407	-0.5146622976529329	-4.4218783759121	402	5.070959590953917e-134	2.43406060365788e-133	3.0287986220211462	-0.6507283121945846	-4.374365596484835	611
Breast_DEGs	MCF7_Lted_Palbo-2d_vs_MCF7_Lted_top1k-up	2.864747662890342e-8	5.729495325780684e-8	0.7337619883564803	0.2986674728494686	2.1998492975103217	306	7.175701480721445e-81	1.6401603384506158e-80	2.3513872912821263	0.5809213401156501	3.916826982351227	510
Breast_DEGs	MCF7_Lted_Palbo-7d_vs_MCF7_Lted_top1k-down	2.2914716882332668e-82	2.199812820703936e-81	2.3733019055856204	-0.5647124731539851	-4.874720703256303	426	1.9507399346373395e-176	1.872710337251846e-175	3.47756262369761	-0.6910673345239051	-4.678851178933218	668
Breast_DEGs	MCF7_Lted_Palbo-7d_vs_MCF7_Lted_top1k-up	1.1654885449188882e-11	2.5428840980048468e-11	0.8753251320246591	0.31909235612271925	2.408603258337983	395	3.2325790630946887e-122	1.1935676540657313e-121	2.8924057650028825	0.6111163555746263	4.217773456716722	661
Breast_DEGs	MCF7_Lted_Tam-2d_vs_MCF7_Lted_top1k-down	7.510206056509864e-4	0.0010013608075346485	0.47727081536286214	0.26534754476048084	1.7983484157213814	172	9.049198526806587e-10	1.0341941173493242e-9	0.8012155746177786	0.35442549973493004	2.2399342230785644	268
Breast_DEGs	MCF7_Lted_Tam-2d_vs_MCF7_Lted_top1k-up	3.201474162056802e-8	6.14683039114906e-8	0.7195128263389107	-0.347221185428486	-2.5899144876603843	145	9.623180927491004e-26	1.4434771391236506e-25	1.3188887960758697	0.5469671565358805	3.295309199955028	188
Breast_DEGs	MCF7_Lted_Tam-7d_vs_MCF7_Lted_top1k-down	3.672896864427282e-5	5.185266161544399e-5	0.557332238758646	-0.23923479164636716	-1.9191408196251374	229	7.7989580706027e-6	8.138043204107164e-6	0.5933254763964051	0.2780016924240206	1.8075515585127067	339
Breast_DEGs	MCF7_Lted_Tam-7d_vs_MCF7_Lted_top1k-up	6.241892840449889e-5	8.56031018118842e-5	0.5384340963099162	0.26697938566471735	1.9119166608217346	248	4.623870612411293e-22	6.527817335168885e-22	1.2125445676906186	0.41818658253056934	2.7431343934061423	375
Breast_DEGs	MCF7_Lted_vs_MCF7_RM_top1k-down	2.8150353072865848e-49	1.0393976519212006e-48	1.8315806351577928	-0.49224793399526046	-4.1979998659555	374	5.556119315473227e-85	1.403651195487973e-84	2.407950481505283	-0.5558718333627763	-3.7607625010958685	658
Breast_DEGs	MCF7_Lted_vs_MCF7_RM_top1k-up	0.00504919730709477	0.0063779334405407615	0.23205681807560835	0.20951419180188482	1.5551001692734048	334	3.902266255681503e-42	6.458923457679729e-42	1.690472378984485	0.46149923122273206	3.132983284563898	549
Breast_DEGs	MCF7_Tam-2d_vs_MCF7_RM_top1k-down	1.7516251993755083e-95	2.802600319000813e-94	2.5540171713506967	-0.5836290836290837	-5.0850893827074	455	1.3610019083330458e-174	1.0888015266664366e-173	3.459652310853609	-0.6848131800224846	-4.648737152003976	681
Breast_DEGs	MCF7_Tam-2d_vs_MCF7_RM_top1k-up	1.172005899818798e-7	2.0835660441223072e-7	0.7049757151672383	0.27898202965184	2.0929501048598027	373	2.3507306984188824e-123	9.40292279367553e-123	2.906689337129874	0.6145043348777297	4.2402648420081155	662
Breast_DEGs	MCF7_TamR_CDK7i-2d_vs_MCF7_TamR_top1k-down	2.5807618814681683e-44	8.8483264507480055e-44	1.7328163498028297	-0.4846373992775771	-4.1001427093287335	349	1.440935246985745e-104	4.322805740957235e-104	2.672871519597166	-0.6316936880370257	-4.1974439082342885	527
Breast_DEGs	MCF7_TamR_CDK7i-2d_vs_MCF7_TamR_top1k-up	0.10860256909303231	0.11584274036590113	0.08523709707436085	-0.1497685932622968	-1.220606448852395	255	3.09565618085183e-9	3.4556162018811127e-9	0.7749390301364363	0.2877677612752457	1.9334189747685429	481
Breast_DEGs	MCF7_TamR_CDK7i-7d_vs_MCF7_TamR_top1k-down	6.266400339969345e-44	2.0052481087901906e-43	1.7268307832133856	-0.4667189952904239	-3.988098462776103	379	1.1731006672117339e-94	3.1282684458979567e-94	2.5458962694840723	-0.5978688536317538	-4.004269559839077	578
Breast_DEGs	MCF7_TamR_CDK7i-7d_vs_MCF7_TamR_top1k-up	0.45916876908777055	0.45916876908777055	0.01984591127402892	0.1392429534408702	1.0089623822793008	272	1.4641354103537523e-19	1.9521805471383364e-19	1.142191202168377	0.36206413043513747	2.4433240769483326	517
Breast_DEGs	MCF7_TamR_Fulv-2d_vs_MCF7_TamR_top1k-down	2.0867084658709417e-15	5.2716845453581686e-15	1.0073179568744748	-0.44537012699472656	-3.318016809245931	146	1.663577690321585e-13	1.9962932283859018e-13	0.9436322252328375	-0.40250571703676963	-2.4832311691806366	262
Breast_DEGs	MCF7_TamR_Fulv-2d_vs_MCF7_TamR_top1k-up	0.03822108553566354	0.04266539780725233	0.08685450090908631	0.21293018796184554	1.4475523506558772	174	3.6945185291594835e-7	3.9408197644367825e-7	0.674962860011025	0.31158844098846405	1.972986147012697	274
Breast_DEGs	MCF7_TamR_Fulv-7d_vs_MCF7_TamR_top1k-down	1.1353315819014749e-66	7.785130847324399e-66	2.1344199736562213	-0.5400244457158638	-4.613437511985964	392	2.2108414126720876e-181	3.53734626027534e-180	3.5278147517520853	-0.7113433396816937	-4.780055362461856	609
Breast_DEGs	MCF7_TamR_Fulv-7d_vs_MCF7_TamR_top1k-up	9.285387606234829e-8	1.7142254042279685e-7	0.7049757151672383	0.2751092334429282	2.0692923437861737	382	6.698700422104946e-137	3.572640225122638e-136	3.062792937118616	0.6295242949677932	4.35122142998374	679
Breast_DEGs	MCF7_TamR_Palbo-2d_vs_MCF7_TamR_top1k-down	1.5181207305153072e-55	6.624526824066795e-55	1.9466778205929811	-0.498885767043945	-4.286062894505201	401	1.0502558953389186e-220	5.0412282976268095e-219	3.890695336371624	-0.7398247966753523	-4.996884618379606	639
Breast_DEGs	MCF7_TamR_Palbo-2d_vs_MCF7_TamR_top1k-up	0.023721176782401272	0.027109916322744308	0.10701482812120706	0.19805455045737858	1.4390601780787369	278	3.198466571102619e-70	6.141055816517028e-70	2.1871296383936083	0.5667808406936518	3.8066069685165003	478
Breast_DEGs	MCF7_TamR_Palbo-7d_vs_MCF7_TamR_top1k-down	1.7756128706235424e-54	7.10245148249417e-54	1.9252851072051758	-0.5083503078796454	-4.343774478450326	376	1.616444035890738e-186	3.879465686137771e-185	3.57736104462782	-0.722276642776435	-4.847212736748852	592
Breast_DEGs	MCF7_TamR_Palbo-7d_vs_MCF7_TamR_top1k-up	0.07842145206172527	0.08555067497642756	0.056139371240248245	0.16763797059959556	1.2674094014846329	408	1.3593272011958921e-120	4.660550404100201e-120	2.87445148993137	0.6058145315886029	4.187341447368209	679
Breast_DEGs	MCF7_TamR_WM-2d_vs_MCF7_TamR_top1k-down	0.00864100549882168	0.010369206598586016	0.1948872974336822	0.30140987311142	1.7639661503772346	79	6.423223369926915e-17	8.332830317743025e-17	1.0574635727508575	0.5217986889310708	3.010782481448657	136
